Album ID,Artist IDs,Artist(s),ID,Popularity,Query,Rank,Release Date,Song,Year
3WNxdumkSMGMJRhEgK80qx,['26dSoYclwsYLMAKD3tpOr4'],Br,3MjUtNVVq3C8Fn0MP3zhXa,79.0,track:Baby artist:Br,37.0,1999-01-12,Baby,1995.0
3BmcYMh0KYsimWL6p2gPa9,"['1uNFoZAHBGtllmzznpCI3s', '3ipn9JLAPI5GUEo4y4jcoi']",Justin Bieber  ,6epn3r7S14KUqlReYr77hA,78.0,track:Baby artist:Justin Bieber  ,44.0,2010-01-01,Baby,2010.0
2yXnY2NiaZk9QiJJittS81,"['5f7VJjfbwm532GiveGC0ZK', '2hlmm7s2ICUX0LVIhVFlZQ']",Lil Baby  ,78QR3Wp35dqAhFEc2qAGjE,81.0,track:Baby artist:Lil Baby  ,84.0,2018-10-05,Baby,2019.0
0eZRwn50QC0Xto4rjeuKPz,['4GxVmha4ELBwUE4bPyChzS'],Glenn Yarbrough,6bZKOc50K0nlfNAPleAlkA,30.0,track:Baby the Rain Must Fall artist:Glenn Yarbrough,53.0,1965-08-26,Baby the Rain Must Fall,1965.0
2Xn6H1B5Uzw6G3qU0XXTmU,['6TKOZZDd5uV5KnyC5G4MUt'],The Miracles,5kJpLI5axvOQbGt0x4Nsko,35.0,"track:Baby, Baby Don t Cry artist:The Miracles",37.0,1969-01-01,"Baby, Baby Don t Cry",1969.0
2sgHS1dvsmA2ZH6hSLevr6,"['0JxChc2w5fwTGbXKfc4cRd', '5bTTx0CRvZj1kRJwUsWWYo']",Patti Austin  ,03Wma4AcL2NXi0HPqhKJ1v,60.0,"track:Baby, Come to Me artist:Patti Austin  ",8.0,1981-12-15,"Baby, Come to Me",1983.0
61YEmgHgeM1DogUTcLQYIA,['6HX8AbXUFaYRtlqKb4CCo0'],Mac Davis,18to16FkhRtkz0AOjreJzJ,19.0,"track:Baby, Don t Get Hooked on Me artist:Mac Davis",8.0,1972-01-01,"Baby, Don t Get Hooked on Me",1972.0
15emnnjQ7yKnmIpMMCiQjV,['5MYBNUKoFf9LAg30ByaBli'],Andy Kim,3z2ZSQZXaWAufdyv3xnuLe,39.0,"track:Baby, I Love You artist:Andy Kim",28.0,1969-06-01,"Baby, I Love You",1969.0
3719jlsd41vKAiYWrXNt9o,['0543y7yrvny4KymoaneT4W'],Peter Frampton,1ksayCHVLH4eKFm43GFokU,62.0,"track:Baby, I Love Your Way (Live) artist:Peter Frampton",89.0,1976-01-01,"Baby, I Love Your Way (Live)",1976.0
4QHFXQLRwZx5122InHluo5,"['0Jeckitay8SbvKwqAzWuYH', '32ckuKo8LrZhQMyCehYKkt']",Big Mountain,1Rvl8qsKJurfFTyWLBI9ib,69.0,"track:Baby, I Love Your Way artist:Big Mountain",21.0,1994-01-01,"Baby, I Love Your Way",1994.0
39hl8vZno6XTES8Drko8uw,['63I04Kj1gXC1LLSVcrOzLN'],Will to Power,0kzSooCGpuphLwn8iTuO9h,56.0,"track:Baby, I Love Your Way artist:Will to Power",9.0,1988-08-09,"Baby, I Love Your Way",1989.0
3lvFua9jUjltWAqIK01Zdn,['11EZGTWr2pY0VZPlWokAbl'],The Originals,7vI2UMCyF56ZNDbVZmKiJ2,50.0,"track:Baby, I m for Real artist:The Originals",92.0,1969-01-01,"Baby, I m for Real",1969.0
4YbxxV0nIWyKw639EjPncF,['4GITZM5LCR2KcdlgEOrNLD'],The Foundations,1Nq2DauAX5YDbUd8F1o32S,34.0,"track:Baby, Now That I ve Found You artist:The Foundations",83.0,1970-08-24,"Baby, Now That I ve Found You",1968.0
19lVMS3ZOoJi5CdRKvoOiP,['0TImkz4nPqjegtVSMZnMRq'],TLC,1zTuB57LYZa7xu7KUH8kF0,53.0,track:Baby-Baby-Baby artist:TLC,5.0,1992-02-25,Baby-Baby-Baby,1992.0
28mXRHr3AOe9hn5mHiL5Yf,['0urTpYCsixqZwgNTkPJOJ4'],Aaliyah,0XziEtx67IFtP4QLlExaVc,22.0,track:Back & Forth artist:Aaliyah,24.0,1994-04-08,Back & Forth,1994.0
4vUXTcKz7tXxrNl84meN6i,['3Ngh2zDBRPEriyxQDAMKd1'],Matchbox 20,64XSAtXpCJUmadm3fkpH4z,56.0,track:Back 2 Good artist:Matchbox 20,49.0,1996-10-01,Back 2 Good,1999.0
1vaydA93AMLnjddGnQM15Q,['7y1GT7SdgGiFLWoktv2TSw'],BBMak,6znv7i4Wif5fLwI6OjKHZ4,50.0,track:Back Here artist:BBMak,33.0,2000-01-01,Back Here,2000.0
09jTPeDoSuJLLAwFGNUKCX,['38h03gA85YYPeDPd9ER9rT'],The O'Jays,0KpMY3D2G8253VTZbDBUmA,56.0,track:Back Stabbers artist:The O'Jays,35.0,1972-01-01,Back Stabbers,1972.0
6wpqS71CJr3I0dLguYiZdJ,"['0rG0AZBscc8S8q1ahIsasI', '55Aa2cqylxrFIXC767Z865', '0fbFfVckGKsDbAfYnB5mD1']",Juvenile  ,6o2g1BJvtYQssH84kBYs7y,67.0,track:Back That Azz Up artist:Juvenile  ,75.0,1998-01-01,Back That Azz Up,1999.0
1YU3MPIMY9rZOE899khVj2,['5EGznFfd2pbt6LphK9eLWj'],Mike Jones,5krOROgmf8adn3SJzeKLZy,58.0,track:Back Then artist:Mike Jones,92.0,2005-04-19,Back Then,2005.0
0ZnKlkQrZb1xDbT8bmPSjo,['6k0IBR0lU42s2GYpNX7kA9'],Brian McKnight,6mwA6YiKDjAUG8kWvRRUPh,70.0,track:Back at One artist:Brian McKnight,82.0,1999-09-21,Back at One,1999.0
0ZnKlkQrZb1xDbT8bmPSjo,['6k0IBR0lU42s2GYpNX7kA9'],Brian McKnight,6mwA6YiKDjAUG8kWvRRUPh,70.0,track:Back at One artist:Brian McKnight,20.0,1999-09-21,Back at One,2000.0
5SjK8QSqZEHMkzlq2LgM8e,['1XgFuvRd7r5g0h844A5ZUQ'],Take That,6vcdzohhBSbNdsZBh5IRpQ,70.0,track:Back for Good artist:Take That,62.0,1995-05-08,Back for Good,1995.0
5SjK8QSqZEHMkzlq2LgM8e,['1XgFuvRd7r5g0h844A5ZUQ'],Take That,6vcdzohhBSbNdsZBh5IRpQ,70.0,track:Back for Good artist:Take That,95.0,1995-05-08,Back for Good,1996.0
2maj3yWtoFnr0g7TlNao7A,['57bUPid8xztkieZfS7OlEV'],The Supremes,2WjW8DjQru6Ic4KvYDqLys,46.0,track:Back in My Arms Again artist:The Supremes,37.0,1965-07-23,Back in My Arms Again,1965.0
2F7tejLHzTqFq2XLol9ZGy,['0TnOYISbd1XYRBk9myaseg'],Pitbull,3eQlGeyuSibgAGPEJugaDW,54.0,track:Back in Time artist:Pitbull,62.0,2012-01-01,Back in Time,2012.0
1oRFXTDboyfWXB0c1z6QiT,['4X3nIh5dynzfAQmy1Z5hXI'],Ahmad,5gUVdjfPWoaKoRiEMHBX6P,47.0,track:Back in the Day artist:Ahmad,93.0,1994-05-20,Back in the Day,1994.0
72eJK5eI8Cameavhq9Kv50,['37VhgKcbq9YOse66sppnyz'],The Pretenders,0CE4sZiNbKoMEQqQdKgcfR,23.0,track:Back on the Chain Gang artist:The Pretenders,26.0,2000-01-01,Back on the Chain Gang,1983.0
3GoiAspXV2Gipc897P8wMd,['3KLA7mvD10XxcjRbo3uTdB'],Drake,12ei8fLJG8BkDifbM1bH4A,7.0,track:Back to Back artist:Drake,99.0,2010-07-27,Back to Back,2015.0
5MfAxS5zz8MlfROjGQVXhy,['06HL4z0CvFAxyc27GXpf02'],Taylor Swift,3DrjZArsPsoqbLzUZZV1Id,64.0,track:Back to December artist:Taylor Swift,74.0,2010-10-25,Back to December,2011.0
5VxTLm2IZsDQn3r9eX1qfa,"['2sIx6SmAMw9IBySG3Uj0jf', '2RhMHmV21ZDcSGZ872U4ZY']",Soul II Soul  ,7ELuWpsuVCRBnOR9ZAZKDp,53.0,track:Back to Life (However Do You Want Me) artist:Soul II Soul  ,42.0,1995-05-18,Back to Life (However Do You Want Me),1990.0
5GIDk7gHi6x19CxZeackUx,['7bXgB6jMjp9ATFy66eO08Z'],Chris Brown,3FQdtOMXdfDcDDjY1OHAqz,44.0,track:Back to Sleep artist:Chris Brown,89.0,2015-11-09,Back to Sleep,2016.0
3N7eWDCvfWv34xWNohdHjO,['0C8ZW7ezQVs4URX5aX7Kqx'],Selena Gomez,4hQ6UGyWQIGJmHSo0J88JW,73.0,track:Back to You artist:Selena Gomez,41.0,2018-05-10,Back to You,2018.0
6a6h1DRImqxSsXfn3bk6XU,['7zgtJuRm0JcJpPQRjCgXT7'],N2Deep,2TVWQ8xDTLvjimMSqW3F96,36.0,track:Back to the Hotel artist:N2Deep,78.0,1990-01-01,Back to the Hotel,1992.0
60Oqvmt4JR3zjZgpHCudU2,"['1ZKqrja0WvbSssYNFO3lzs', '7C64wNX3howEFZjAYRKsfP', '7Ip2u3e5Nv6fFb5xyIHxEE']",New Boyz  ,4dWjQ3wEfW6KPaaxCoaPH4,49.0,track:Backseat artist:New Boyz  ,84.0,2011-05-13,Backseat,2011.0
4MQXUCdpFPqi1jsM4N8aSR,['5N6GwJzOcOY5kv8p0NjhYL'],Neil Sedaka,5ABrBYbzepxzcW9pLIWw1j,45.0,track:Bad Blood artist:Neil Sedaka,93.0,2007-04-24,Bad Blood,1975.0
2QJmrSgbdM35R67eoGQo4j,['06HL4z0CvFAxyc27GXpf02'],Taylor Swift  ,273dCMFseLcVsoSWx59IoE,64.0,track:Bad Blood artist:Taylor Swift  ,15.0,2014-10-27,Bad Blood,2015.0
1Hx9JuA0e9dAm5z6f0oNE6,"['18xgcedCGxFbqLbIQn5R8F', '6GOmlO6wisWSbBzBbCCaWv']",Miami Sound Machine,0ctLS56dl1YY2Jo0u3sbNk,30.0,track:Bad Boy artist:Miami Sound Machine,79.0,1984-01-01,Bad Boy,1986.0
4ztXLrIvvEBxJ6VcISGb2d,['530Sdm7eqqzWBdDmILMgnu'],Robert Palmer,75zVpdjXwmy6SLr2hDnJYo,61.0,"track:Bad Case of Loving You (Doctor, Doctor) artist:Robert Palmer",92.0,1979-01-15,"Bad Case of Loving You (Doctor, Doctor)",1979.0
4zhigAhPwqp43XVHBiVeQI,['7xTcuBOIAAIGDOSvwYFPzk'],Daniel Powter,0mUyMawtxj1CJ76kn9gIZK,75.0,track:Bad Day artist:Daniel Powter,1.0,2005-02-22,Bad Day,2006.0
58GjBhQvLHwfQFJtdP9Oxg,['2eogQKWWoohI3BSnoG7E2U'],Donna Summer,1ibRqifchaAfeNdQGpbRVW,61.0,track:Bad Girls artist:Donna Summer,2.0,1979-04-25,Bad Girls,1979.0
0S0KGZnfBGSIssfF54WSJh,['6qqNVTkY8uBg9cP3Jd7DAH'],Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,87.0,track:Bad Guy artist:Billie Eilish,4.0,2019-03-29,Bad Guy,2019.0
0S0KGZnfBGSIssfF54WSJh,['6qqNVTkY8uBg9cP3Jd7DAH'],Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,87.0,track:Bad Guy artist:Billie Eilish,46.0,2019-03-29,Bad Guy,2020.0
3mcKOl0KNe65BqiBa40WxR,['58lV9VcRSjABbAbfWS6skp'],Bon Jovi,72hcFp4tYkd3dbNA9dZ3Pv,69.0,track:Bad Medicine artist:Bon Jovi,41.0,1988-09-13,Bad Medicine,1988.0
0i9mOB6mPGqwVvtJEXiwPG,['3IYUhFvPQItj6xySrBmZkd'],Creedence Clearwater Revival,20OFwXhEXf12DzwXmaV7fj,77.0,track:Bad Moon Rising artist:Creedence Clearwater Revival,24.0,1969-08-03,Bad Moon Rising,1969.0
6rePArBMb5nLWEaY9aQqL4,['1HY2Jd0NmPuamShAr6KMms'],Lady Gaga,0SiywuOBRcynK0uKGWdCnn,81.0,track:Bad Romance artist:Lady Gaga,8.0,2009-11-05,Bad Romance,2010.0
2x7pNYipWSrkKUnjzP9GhN,"['6TIYQ3jFPwQSRmorSezPxX', '4nDoRrQiYLoBzwC5BhVJzF']",Machine Gun Kelly  ,6g7l7GZ5j4QkXepN4Ivk9b,26.0,track:Bad Things artist:Machine Gun Kelly  ,41.0,2017-05-05,Bad Things,2017.0
1oYvSqzZZTBbJ1QCkDf00n,['0qEcf3SFlpRcb3lK3f2GZI'],Gr,2DL5cXb2F3nvggbyTiNhzc,39.0,track:Bad Time artist:Gr,62.0,1974-12-01,Bad Time,1975.0
0wGBMvq7f2ThcvfvfdcC7k,"['6oMuImdp5ZcFhWP0ESe6mG', '4O15NlyKLIASxsJ0PrXPfz']",Migos  ,2jTxollrIoPpqpGe4naUsv,46.0,track:Bad and Boujee artist:Migos  ,6.0,2017-01-26,Bad and Boujee,2017.0
24TAupSNVWSAHL0R7n71vm,['3fMbdgg4jU18AjLCKBhRSm'],Michael Jackson,5lWFrW5T3JtxVCLDb7etPu,72.0,track:Bad artist:Michael Jackson,59.0,1987-08-31,Bad,1987.0
0vR9GrinHW9Pedf18WkuDf,"['67nwj3Y5sZQLl72VNUHEYE', '6l3HvQ5sa6mXTsMTB19rO5']",Wale  ,3KVPTDRY4DqQkoxanXt4mH,35.0,track:Bad artist:Wale  ,59.0,2011-07-15,Bad,2013.0
7GjG91tyHQNGEHzKJaqOi0,['26VFTg2z8YR0cCuwLzESi2'],Halsey,7y9iMe8SOB6z3NoHE2OfXl,73.0,track:Bad at Love artist:Halsey,27.0,2017-06-02,Bad at Love,2018.0
3stxu2x6RDJv3kQHSkdsMe,"['3qL4moFMePG5zA87tLcCOM', '3f121mss4A4LwR25ErGzP0']",Billy J. Kramer  ,6N4l8kzKkG6BunFlg28EFX,35.0,track:Bad to Me artist:Billy J. Kramer  ,97.0,1991-01-01,Bad to Me,1964.0
3q7L4mosMmOcmQNE1d0H4s,['1R6Hx1tJ2VOUyodEpC12xM'],Jim Croce,1O0xeZrBDbq7HPREdmYUYK,66.0,"track:Bad, Bad Leroy Brown artist:Jim Croce",2.0,1973-07-01,"Bad, Bad Leroy Brown",1973.0
3gIzBcvCRRu1YK2zqHTfpo,['7IfculRW2WXyzNQ8djX8WX'],Erykah Badu,7uAL8lsESR9Nl03BzHlKhF,44.0,track:Bag Lady artist:Erykah Badu,69.0,2000-01-01,Bag Lady,2000.0
183XphT974zDxwM5QxETET,['7qG3b048QCHVRO5Pv1T5lw'],Enrique Iglesias,2bbeNsFmjZqdoDhjLsKNWe,56.0,track:Bailamos artist:Enrique Iglesias,26.0,1999-11-23,Bailamos,1999.0
2kZkiVn1m00XcgaWlLb2LD,"['7qG3b048QCHVRO5Pv1T5lw', '5luyt0SUvGkDMY4ILP6Qhl', '2cy1zPcrFcXAJTP0APWewL']",Enrique Iglesias  ,32lm3769IRfcnrQV11LO4E,68.0,track:Bailando artist:Enrique Iglesias  ,38.0,2014-01-01,Bailando,2014.0
35yZZTWeSrszSKjRlFETwf,['7tjbDPvrdvDshcpEMXKRVb'],Gerry Rafferty,5gOd6zDC8vhlYjqbQdJVWP,69.0,track:Baker Street artist:Gerry Rafferty,26.0,1978-01-01,Baker Street,1978.0
5IdbJSrVUOScGmNxCMjHUM,['3RwQ26hR2tJtA8F9p2n7jG'],The Temptations,7gWBXNYoKH7jLZx0MgZCfl,46.0,track:Ball of Confusion (That s What the World Is Today) artist:The Temptations,24.0,1997-01-01,Ball of Confusion (That s What the World Is Today),1970.0
0pNEKMHYapOPzulMsRdupj,['5r0O4LLn9wHEuYxKmGzUB5'],SSgt. Barry Sadler,0yjNmllr3Ew6f97TqPuEqa,44.0,track:Ballad of the Green Berets artist:SSgt. Barry Sadler,10.0,1966-01-01,Ballad of the Green Berets,1966.0
5IvqScO5vIXQ2zrxtpCVHf,['3gMaNLQm7D9MornNILzdSl'],Lionel Richie,2fNx5nTZGjniOMT5FMcTyE,49.0,track:Ballerina Girl artist:Lionel Richie,95.0,1986-01-01,Ballerina Girl,1987.0
2WrNHOba5u6P9S9xEboaUy,"['0YinUQ50QDB7ZxSCLyQ40k', '757aE44tKEUQEqRuT6GnEB']",Mustard  ,3QzAOrNlsabgbMwlZt7TAY,81.0,track:Ballin  artist:Mustard  ,25.0,2019-06-28,Ballin ,2020.0
5sT0sPtAWQlTm8QhKSXQI4,['0701Axu6yvUIoctaKMbDIZ'],Freda Payne,0YgoNapnyIXuruBrzvoCSu,43.0,track:Band of Gold artist:Freda Payne,10.0,2008-01-01,Band of Gold,1970.0
1i7RwnOguDqvZ7myr8VDrh,"['4STHEaNw4mPZ2tzheohgXB', '3sFhA6G1N0gG1pszb6kk1m']",Paul McCartney ,6ySVa9OQidAvnEk9O0w2qR,39.0,track:Band on the Run artist:Paul McCartney ,22.0,1987-11-02,Band on the Run,1974.0
3t6Z2qoBVCS4NHNI25XECH,"['4MCBfE4596Uoi2O4DtmEMz', '7wlFDEWiM5OoIAt8RSli8b']",Juice Wrld  ,6Gg1gjgKi2AK4e0qzsR7sd,83.0,track:Bandit artist:Juice Wrld  ,63.0,2019-10-04,Bandit,2020.0
3XYxB1eX8ouHMAZ00dAZ0C,['72OaDtakiy6yFqkt4TsiFt'],Cher,75miYzXfHBB7Bb8zbLMzFZ,36.0,track:Bang Bang (My Baby Shot Me Down) artist:Cher,52.0,1966-04-01,Bang Bang (My Baby Shot Me Down),1966.0
3UBY0Rsr5qPMpdOQ5zF0tv,"['2gsggkzM5R49q6jpPvazou', '66CXWjxzNUsdJxJ2JdwvnR', '0hCNtLu0JehylgoiP8L4Gh']",Jessie J  ,2VhPOtIQw2UpQmRVevdviU,57.0,track:Bang Bang artist:Jessie J  ,27.0,2014-07-29,Bang Bang,2014.0
3UBY0Rsr5qPMpdOQ5zF0tv,"['2gsggkzM5R49q6jpPvazou', '66CXWjxzNUsdJxJ2JdwvnR', '0hCNtLu0JehylgoiP8L4Gh']",Jessie J  ,2VhPOtIQw2UpQmRVevdviU,57.0,track:Bang Bang artist:Jessie J  ,80.0,2014-07-29,Bang Bang,2015.0
4r3r9eOPhjXVMTIEvNGw8N,['3dBVyJ7JuOMt4GE9607Qin'],T. Rex,0ayyOT6Qf86os2BkVfH7kO,15.0,track:Bang a Gong (Get it On) artist:T. Rex,56.0,1971-07-02,Bang a Gong (Get it On),1972.0
1GeQZeg77rUX8s0pEiz8jS,['1URnnhqYAYcrqrcwql10ft'],21 Savage,675NeQd7AKLNLzXFqZtF51,45.0,track:Bank Account artist:21 Savage,48.0,2017-09-21,Bank Account,2017.0
0TfICuUVNoaytFJ7oahGO2,['3oDbviiivRWhXwIE8hxkVV'],The Beach Boys,6V3pSJx1q21RN8GkklooKe,34.0,track:Barbara Ann artist:The Beach Boys,73.0,1965-11-08,Barbara Ann,1966.0
7uYn7ZSrXOVlmITyocZs9F,['6kBjAFKyd0he7LiA5GQ3Gz'],Aqua,2RSOzvKUnfDDrb2nQPfpQU,63.0,track:Barbie Girl artist:Aqua,94.0,1997-01-01,Barbie Girl,1997.0
4GeJssW5iLOSLOIXhLfOUJ,['1n2pb9Tsfe4SwAjmUac6YT'],Jake Owen,3ts6xK5GzfMAAriT9AIBmP,72.0,track:Barefoot Blue Jean Night artist:Jake Owen,79.0,2011-08-26,Barefoot Blue Jean Night,2011.0
2aTwb9Xmn4EdFyGwgjxuQL,['7FlUCXHUxNEOk2exJUiqp1'],Robert Parker,0VwK5pLjwFPy8FSEC1htp9,44.0,track:Barefootin    artist:Robert Parker,60.0,1966-12-12,Barefootin   ,1966.0
5ZnSDcIB3iZcpmNa0Cahlf,['3AO6RTDA16mg8czQI5Y9K0'],Duncan Sheik,75HZ6Wxnw8xbgz6HU9kKCS,59.0,track:Barely Breathing artist:Duncan Sheik,18.0,1996-01-01,Barely Breathing,1997.0
1LaeNhiUpL3X6N0LcFvuDF,['34jw2BbxjoYalTp8cJFCPv'],Heart,4KfSdst7rW39C0sfhArdrz,74.0,track:Barracuda artist:Heart,53.0,1977-05-14,Barracuda,1977.0
5CLv7ZCrqb9ZxmN5eOitzK,['32WkQRZEVKSzVAAYqukAEA'],Lady Antebellum,6dXK0YFIOZoFSgalrLpJzY,47.0,track:Bartender artist:Lady Antebellum,81.0,2014-01-01,Bartender,2014.0
6CrSEKCF4TYrbSIitegb3h,"['3aQeKQSyrW4qWr35idm0cy', '0z4gvV4rjIZ9wHck67ucSV']",T-Pain  ,1RGIjMFMgJxkZHMDXVYzOJ,71.0,track:Bartender artist:T-Pain  ,33.0,2007-06-05,Bartender,2007.0
4sDAyYEMhD2YyREWKxj3aD,"['4kYSro6naA4h99UJvo89HB', '1URnnhqYAYcrqrcwql10ft']",Cardi B  ,6uxOZRm0ieBQM0Qf64sa6z,40.0,track:Bartier Cardi artist:Cardi B  ,61.0,2018-04-05,Bartier Cardi,2018.0
2FwzHgJ4XaPhC19Y0uL6SK,['5a2EaR3hamoenG9rDuVn8j'],Prince,4DbUk1qwcz9KKcUY4t8f8u,47.0,track:Batdance artist:Prince,44.0,1989-06-20,Batdance,1989.0
1ji0b2gTyx4VYtkrbc3XJt,['2AQjGvtT0pFYfxR3neFcvz'],Jordin Sparks,1Nme6K1PYAh7p7uygyuRdf,58.0,track:Battlefield artist:Jordin Sparks,57.0,2009-07-20,Battlefield,2009.0
0YZLXTaHLcgl5UdtKDiUXD,['3QSQFmccmX81fWCUSPTS7y'],Dean Lewis,3EPXxR3ImUwfayaurPi3cm,81.0,track:Be Alright artist:Dean Lewis,54.0,2018-06-29,Be Alright,2019.0
4sDAyYEMhD2YyREWKxj3aD,['4kYSro6naA4h99UJvo89HB'],Cardi B,2wmvBJaQzO9oFsVlk8LxTF,38.0,track:Be Careful artist:Cardi B,59.0,2018-04-05,Be Careful,2018.0
5gO2acKSOaJnP0Mcy8IpU6,['2RTUTCvo6onsAnheUk3aL9'],3 Doors Down,3PbHle8KhJp6GuO1jLdEmQ,61.0,track:Be Like That artist:3 Doors Down,96.0,2000-01-01,Be Like That,2001.0
7MKfE4IRGdrH5bMkqaZ2Tp,"['3oSJ7TBVCWMDMiYjXNiCKE', '1zNqQNIdeOUZHb8zbZRFMX', '6LuN9FCkKOj5PcnpouEgny']",Kane Brown  ,5f1joOtoMeyppIcJGZQvqJ,81.0,track:Be Like That artist:Kane Brown  ,88.0,2020-07-10,Be Like That,2020.0
0CoNLgOwcZGBUSwd9fAZuy,['7CyeXFnOrfC1N6z4naIpgo'],The Ronettes,1WN4uNclrDuczTO3bCr8s1,62.0,track:Be My Baby artist:The Ronettes,35.0,1964-11-01,Be My Baby,1963.0
4adqftIYavKgrnLyOD5gxZ,['488v7rQzthLNK22r0UvMie'],La Bouche,7FoUzKTSQp25oe32pY9z5p,62.0,track:Be My Lover artist:La Bouche,23.0,1996-01-16,Be My Lover,1996.0
3XV87qO2zZj6o7q9rgYXxE,['2s79xe5F6eUQkjwjww27Fh'],ABC,1l3fRzoUngJr6hSMIT1Hfq,43.0,track:Be Near Me artist:ABC,71.0,1985-10-01,Be Near Me,1985.0
171sgXlr8rxJFQhsbJFrQP,['1l51Sc9HBh8fLXUDEjFhxU'],William DeVaughn,5ndGYGQJGv1hbpTKD6gzLZ,48.0,track:Be Thankful for What You Got artist:William DeVaughn,60.0,1980-01-01,Be Thankful for What You Got,1974.0
5cnNuunPepqlcT0VoFdLOh,['1XkoF8ryArs86LZvFOkbyr'],Mary J. Blige,2YegxR5As7BeQuVp2U6pek,62.0,track:Be Without You artist:Mary J. Blige,11.0,2005-01-01,Be Without You,2006.0
183XphT974zDxwM5QxETET,['7qG3b048QCHVRO5Pv1T5lw'],Enrique Iglesias,1lZ4j5WBURBwZ0M5TT46wP,57.0,track:Be with You artist:Enrique Iglesias,37.0,1999-11-23,Be with You,2000.0
5jM2xa3EYL3hNVdGMn5Oo3,['5pIuhQWZ3S55Y46wQMPrjh'],The First Class,4fsw79o9lXmxKAucd56Cbm,21.0,track:Beach Baby artist:The First Class,94.0,1999-01-01,Beach Baby,1974.0
59ePhOhLFvSOFG4L5FRGzp,['1n2pb9Tsfe4SwAjmUac6YT'],Jake Owen,5dNGORzxFb5z3v7vSAFkTU,63.0,track:Beachin  artist:Jake Owen,91.0,2013-12-02,Beachin ,2014.0
1C2h7mLntPSeVYciMRTF4a,['3fMbdgg4jU18AjLCKBhRSm'],Michael Jackson,1OOtq8tRnDM8kG2gqUPjAj,78.0,track:Beat It artist:Michael Jackson,5.0,1982-11-30,Beat It,1983.0
3GHXMSA98JsQSPtaVypQu2,['5sgpmIi6mJNrm3fs3swCa7'],Johnny ,0h4nQ06w2rihvjuMBnJSxL,4.0,track:Beatnik Fly artist:Johnny ,90.0,1961-01-01,Beatnik Fly,1960.0
53Oa5Bu0UTU8o8qCTaHKoz,['718COspgdWOnwOFpJHRZHS'],Luke Combs,2rxQMGVafnNaRaXlRMWPde,79.0,track:Beautiful Crazy artist:Luke Combs,46.0,2018-06-01,Beautiful Crazy,2019.0
7gskILm9UyDvFlmmAoqn2g,['51Blml2LZPmy7TTiAg47vQ'],U2,1VuBmEauSZywQVtqbxNqka,65.0,track:Beautiful Day artist:U2,75.0,2000-01-01,Beautiful Day,2001.0
71clfVkkopYLrgweVj2cow,['6S0dmVVn4udvppDhZIWxCr'],Sean Kingston,1hGy2eLcmC8eKx7qr1tOqx,78.0,track:Beautiful Girls artist:Sean Kingston,31.0,2007-07-23,Beautiful Girls,2007.0
26vwjM6FkX2nEx9I0FKmih,"['6vWDO969PvNqNYHIOW5v0m', '0EmeFodog0BfCgMzAIvKQp']",Beyoncé  ,2P5cIXejqLpHDQeCHAbbBG,58.0,track:Beautiful Liar artist:Beyoncé  ,62.0,2007-03-26,Beautiful Liar,2007.0
3uLtMtnAYnnGHXbxyDI8ZZ,['5ksRONqssB7BR161NTtJAm'],Ace of Base,5fbSS9bGOCB4Ejaz2QCrYk,22.0,track:Beautiful Life artist:Ace of Base,94.0,1995-04-30,Beautiful Life,1996.0
3E12WU80fDMyu7GyIAx7wJ,"['6eUKZXaKkcviH0Ku9w2n3V', '6LuN9FCkKOj5PcnpouEgny']",Ed Sheeran  ,4evmHXcjt3bTUHD1cvny97,80.0,track:Beautiful People artist:Ed Sheeran  ,50.0,2019-06-28,Beautiful People,2019.0
2gidE8vgVOkYufANjuvj3S,['2Hjj68yyUPiC0HKEOigcEp'],Jesse McCartney,1HwpWwa6bnqqRhK8agG4RS,73.0,track:Beautiful Soul artist:Jesse McCartney,75.0,2004-01-01,Beautiful Soul,2005.0
1zIYkabmjvLqvayckAYBfC,['3M5aUsJmembbwKbUx434lS'],Daniel Boone,6DqNZJ4hhBYd8qj9WbpSTJ,49.0,track:Beautiful Sunday artist:Daniel Boone,42.0,2013-03-31,Beautiful Sunday,1972.0
7EZP6OSbWvMZTrEmlBt1HX,"['0z4gvV4rjIZ9wHck67ucSV', '7fObcBw9VM3x7ntWKCYl0z', '5P2rwRBgIN450RaJxdjYdA']",Akon  ,7rv0UuxMX7CpUUwEE1jVrd,63.0,track:Beautiful artist:Akon  ,54.0,2008-01-01,Beautiful,2009.0
5EEkfRgfYHiFu0lGur6Z6M,['4GvEc3ANtPPjt1ZJllr5Zl'],Bazzi  ,5TVirkSwFEXF1nLJEebe2I,69.0,track:Beautiful artist:Bazzi  ,95.0,2018-04-12,Beautiful,2019.0
2USigX9DhGuAini71XZEEK,['1l7ZsJRRS8wlW3WfJfPfNS'],Christina Aguilera,3TCauNPqFiniaYHBvEVoHG,71.0,track:Beautiful artist:Christina Aguilera,16.0,2002-07-19,Beautiful,2003.0
7F9hfZKh6WLOKME4LwCPZI,"['7hJcb9fa4alzcOq3EaNPoG', '2RdwBSPQiwcmiDo9kixcl8', '6B5fQU6gKaq7JPRL4YIg1B']",Snoop Dogg  ,7FrJV8tydWEv1Mxu2mIQrm,63.0,track:Beautiful artist:Snoop Dogg  ,42.0,2002-01-01,Beautiful,2003.0
